"id","keyword","keyword_free_punctuation"
"5144238","مَاهِر ","ماهر "
"5144241","المَاهُوغاني (شَجَر أو خَشَب)","الماهوغاني (شجر أو خشب)"
"5144242","مَأهُول ","مأهول "
"5144243","ماهيَّة ","ماهية "
"5144244","مَأْوًى ","مأوى "
"5144246","مايُو (شَهْر)","مايو (شهر)"
"5144247","مُؤاتٍ ","مؤات "
"5144248","مُؤَامَرَة ","مؤامرة "
"5144249","مُؤْتَمَر ","مؤتمر "
"5144250","مُؤَثِّر ","مؤثر "
"5144251","مُؤَجَّل ","مؤجل "
"5144252","مُؤَخَّر ","مؤخر "
"5144253","مُؤَخِّر ","مؤخر "
"5144254","مُؤَخَّرًا ","مؤخرا "
"5144255","مُؤَخَّرَة ","مؤخرة "
"5144257","مُؤَدٍّ ","مؤد "
"5144259","مُؤَدَّب ","مؤدب "
"5144260","مُؤدًّى بِشَكْل آلِيّ ","مؤدى بشكل آلي "
"5144261","مُؤْذٍ ","مؤذ "
"5144262","مؤرِّخ ","مؤرخ "
"5144263","مُؤَسَّسَة ","مؤسسة "
"5144266","مُؤْسِف ","مؤسف "
"5144267","مُؤَشِّر ","مؤشر "
"5144268","مُؤَقَّت ","مؤقت "
"5144269","مُؤَكَّد ","مؤكد "
"5144270","مُؤَلَّف ","مؤلف "
"5144272","مُؤَلِّف ","مؤلف "
"5144274","مُؤْلِم ","مؤلم "
"5144275","مُؤَمِّل ","مؤمل "
"5144276","مُؤْمِن بالقَوْمِيّة ","مؤمن بالقومية "
"5144277","مُؤمِن بِمَذْهَب العُرْي ","مؤمن بمذهب العري "
"5144278","مُؤَن ","مؤن "
"5144279","مُؤَنَّث ","مؤنث "
"5144280","مُؤَهَّل ","مؤهل "
"5144282","مُؤَهِّل ","مؤهل "
"5144283","مَؤونَة ","مؤونة "
"5144284","مُؤَيِّد ","مؤيد "
"5144287","مِئات ","مئات "
"5144288","مِئْزَر ","مئزر "
"5144289","مِئَوِيّ ","مئوي "
"5144290","مُبَاح ","مباح "
"5144292","مُبَادِئٌ بالشَّرّ ","مبادئ بالشر "
"5144293","مَبَادِئ خُلُقِيَّة ","مبادئ خلقية "
"5144294","مَبَادِئ سِيَاسِيَّة ","مبادئ سياسية "
"5144295","مُبَادَأة ","مبادأة "
"5144296","مُبَادَرة ","مبادرة "
"5144297","مُبادِلٌ ","مبادل "
"5144298","مُبَادَلَة ","مبادلة "
"5144299","مُبَارٍ ","مبار "
"5144300","مُبَاراة ","مباراة "
"5144303","مُبَارَزَة ","مبارزة "
"5144304","مُبَارَك ","مبارك "
"5144305","مُبَارَكَة ","مباركة "
"5144306","مُبَاشِر ","مباشر "
"5144307","مُبَاشَرَةً ","مباشرة "
"5144308","مُباعِد ","مباعد "
"5144309","مُباعِدة ","مباعدة "
"5144310","مُباغِت ","مباغت "
"5144311","مُباغَتَة ","مباغتة "
"5144312","مُبالاة ","مبالاة "
"5144314","مُبالغة ","مبالغة "
"5144315","مُبَاهاة ","مباهاة "
"5144316","مُبَايَعَة ","مبايعة "
"5144317","مُبايِن ","مباين "
"5144318","مُبْتَدَع ","مبتدع "
"5144319","مُبتَدِئ ","مبتدئ "
"5144320","مُبْتَذَل ","مبتذل "
"5144321","مُبْتَعِد عَن ","مبتعد عن "
"5144322","مُبْتَغًى ","مبتغى "
"5144323","مُبْتَكَر ","مبتكر "
"5144324","مُبْتَكِر ","مبتكر "
"5144325","مُبْتَلّ ","مبتل "
"5144326","مُبْتَلًى ","مبتلى "
"5144327","مُبْتَهِج ","مبتهج "
"5144329","مَبْتُور ","مبتور "
"5144330","المُبَجَّل (لَقَب القِسّيس)","المبجل (لقب القسيس)"
"5144331","مُبَجَّل ","مبجل "
"5144332","مَبْحَث ","مبحث "
"5144333","مُبْحِرً(ا) ","مبحر(ا) "
"5144334","مَبْحُوح ","مبحوح "
"5144335","مَبْخُوت ","مبخوت "
"5144336","مَبْدَأ ","مبدأ "
"5144339","مَبْدَئيّ ","مبدئي "
"5144340","مُبَدَّد ","مبدد "
"5144341","مُبْدِع ","مبدع "
"5144342","مُبَذِّر ","مبذر "
"5144343","مِبْذَلَة ","مبذلة "
"5144344","مَبْذُوء ","مبذوء "
"5144345","مِبْراة ","مبراة "
"5144346","مِبْرَد ","مبرد "
"5144348","مُبَرِّد (مَحلولٌ مُبَرِّد، مادَّةُ تبريد)","مبرد (محلول مبرد، مادة تبريد)"
"5144349","مُبَرِّدة ","مبردة "
"5144350","مُبَرِّر ","مبرر "
"5144351","مُبَرِّز ","مبرز "
"5144352","مُبْرِقَة ","مبرقة "
"5144353","مُبَرْمِج (الحاسوبيَّة)","مبرمج (الحاسوبية)"
"5144354","مُبَرمَج ","مبرمج "
"5144355","مُبَرْهَن ","مبرهن "
"5144356","مبَرْهَنة ","مبرهنة "
"5144357","مُبَسْتَر ","مبستر "
"5144358","مُبَسَّط ","مبسط "
"5144359","مَبْسُوط ","مبسوط "
"5144360","مُبَشِّر (دِينيّ)","مبشر (ديني)"
"5144361","مُبْطِل ","مبطل "
"5144362","مُبْطِئ ","مبطئ "
"5144363","مُبَعْثَر ","مبعثر "
"5144364","مَبْعُوث ","مبعوث "
"5144365","مُبَغِّل ","مبغل "
"5144366","مُبَقَّع ","مبقع "
"5144368","مُبَكِّر ","مبكر "
"5144370","مُبَكِّرًا ","مبكرا "
"5144371","مُبَلَّر ","مبلر "
"5144372","مُبَلَّط ","مبلط "
"5144373","مَبْلَغ ","مبلغ "
"5144378","مُبَلَّل ","مبلل "
"5144383","مَبْنَى (مع الأرض التابعة لها)","مبنى (مع الأرض التابعة لها)"
"5144384","مَبْنًى ","مبنى "
"5144387","مَبْنِيٌّ (للمَجْهُول)","مبني (للمجهول)"
"5144388","مُبْهِج ","مبهج "
"5144389","مُبَهْدَل ","مبهدل "
"5144390","مُبَهْرَج ","مبهرج "
"5144391","مُبْهَم ","مبهم "
"5144392","مَبْهُور ","مبهور "
"5144393","مُبَوَّرة (للأرض)","مبورة (للأرض)"
"5144394","مُبَيَّت ","مبيت "
"5144395","مَبْيَت ","مبيت "
"5144396","مُبِيد ","مبيد "
"5144397","مَبِيض ","مبيض "
"5144398","مُبَيَّضة (عكس مُسوَّدة)","مبيضة (عكس مسودة)"
"5144399","مَبيع ","مبيع "
"5144400","مُبَيَّن ","مبين "
"5144401","مُبَيِّن ","مبين "
"5144402","مُتابِع ","متابع "
"5144403","مُتَابَعَة ","متابعة "
"5144404","مُتأَثِّر ","متأثر "
"5144405","مُتأَرْجِح ","متأرجح "
"5144406","مُتَاجَرَة ","متاجرة "
"5144407","مُتَاح ","متاح "
"5144408","مُتَأَخِّر ","متأخر "
"5144412","مُتَأَخِّرًا ","متأخرا "
"5144413","مُتَاخِم ","متاخم "
"5144414","مُتأزِّم ","متأزم "
"5144415","مُتَأَسِّف ","متأسف "
"5144416","مُتَآصِل (مُختلفُ الشكل ومُتماثلُ التركيبِ الكيماويّ)","متآصل (مختلف الشكل ومتماثل التركيب الكيماوي)"
"5144417","مُتَأصِّل ","متأصل "
"5144418","مَتَاع ","متاع "
"5144419","مُتَأَكِّد ","متأكد "
"5144420","مُتَآلِف ","متآلف "
"5144421","مُتَأَلِّق ","متألق "
"5144422","مُتآمِر ","متآمر "
"5144423","مُتَأمِّل ","متأمل "
"5144424","مَتَانَة ","متانة "
"5144426","مُتَأَنِّف ","متأنف "
"5144427","مُتَأَهِّب ","متأهب "
"5144428","مَتَاهَة ","متاهة "
"5144429","مُتَأَيِّن ","متأين "
"5144430","مُتَبَادَل ","متبادل "
"5144431","مُتَبارٍ ","متبار "
"5144432","مُتَباطِئ ","متباطئ "
"5144433","مُتَباعِد ","متباعد "
"5144435","مُتَبالِر (مُتَماثِلُ الشكل البلّوري، رغم اختلاف التركيب نَوعًا)","متبالر (متماثل الشكل البلوري، رغم اختلاف التركيب نوعا)"
"5144436","مُتَبَاهٍ ","متباه "
"5144437","مُتَبَايِن ","متباين "
"5144438","مُتَبَجِّح ","متبجح "
"5144439","مُتَبَخِّرات (رَواسِبُ التبَخُّر)","متبخرات (رواسب التبخر)"
"5144440","مُتَبَدِّد ","متبدد "
"5144441","مُتَبَذِّل ","متبذل "
"5144442","مُتَبَرِّم ","متبرم "
"5144445","مُتَبَقٍّ ","متبق "
"5144446","المُتَبَقّي (من مَبْلَغ مَدْفوع)","المتبقي (من مبلغ مدفوع)"
"5144447","مُتَبَلِّد الحِسّ ","متبلد الحس "
"5144448","مُتَبَلِّد الذِّهن ","متبلد الذهن "
"5144449","مُتبَلِّر ","متبلر "
"5144450","مُتَتَابِع ","متتابع "
"5144451","مُتَتَالٍ ","متتال "
"5144452","مُتَتامّ ","متتام "
"5144453","مُتتَبِّع ","متتبع "
"5144454","مُتَجازِئ (مُتَماثِلُ الأجزاء)","متجازئ (متماثل الأجزاء)"
"5144455","مُتَجانِس ","متجانس "
"5144456","مُتَجاوِب ","متجاوب "
"5144457","مُتَجاوِزٌ (تعَدِّيًا)","متجاوز (تعديا)"
"5144458","مَتْجَر ","متجر "
"5144459","مُتَجَرِّد ","متجرد "
"5144460","مُتجَعِّد ","متجعد "
"5144461","مُتجَمِّد ","متجمد "
"5144462","مُتَّجِه (كميَّةٌ مُتَّجِهَة)","متجه (كمية متجهة)"
"5144465","مُتَجَهِّم ","متجهم "
"5144466","مُتَجَوِّل (ابتغاء التَّسَوُّل أو السرقة)","متجول (ابتغاء التسول أو السرقة)"
"5144467","مُتَحارِر (ثابِتُ درجةِ الحرارة)","متحارر (ثابت درجة الحرارة)"
"5144468","مُتَحالِف ","متحالف "
"5144469","مُتَحَامِل ","متحامل "
"5144470","مُتَحَجِّر ","متحجر "
"5144472","مُتحَجِّرة ","متحجرة "
"5144473","مُتّحِد ","متحد "
"5144474","مُتَّحَدٍّ ","متحد "
"5144475","مُتَحَذْلِق ","متحذلق "
"5144476","مُتَحَرِّر ","متحرر "
"5144477","مُتَحَرِّس ","متحرس "
"5144478","مُتَحَرِّك ","متحرك "
"5144479","مُتَحَسِّر ","متحسر "
"5144480","مُتَحَصِّلات ","متحصلات "
"5144481","مَتْحَف ","متحف "
"5144482","مُتَحَفِّظ ","متحفظ "
"5144483","مُتحَكِّم ","متحكم "
"5144485","مُتَحَمِّس ","متحمس "
"5144486","مُتحَمِّل ","متحمل "
"5144487","مُتَحَيِّر ","متحير "
"5144488","مُتَحَيِّز ","متحيز "
"5144489","مُتَخَاذِل ","متخاذل "
"5144490","مُتَخثِّر ","متخثر "
"5144491","مُتخَرِّج ","متخرج "
"5144492","مُتَخَصِّص ","متخصص "
"5144494","مُتَخَلِّف ","متخلف "
"5144496","مُتَخلِّفات ","متخلفات "
"5144497","مُتَخَوِّف ","متخوف "
"5144498","مُتَداخِل ","متداخل "
"5144499","مُتَدَاعٍ ","متداع "
"5144500","مُتَدانٍ ","متدان "
"5144501","مُتَداوَل ","متداول "
"5144502","مُتَدَخِّل ","متدخل "
"5144503","مُتَدَرِّب ","متدرب "
"5144505","مُتدَرِّج ","متدرج "
"5144506","مُتدَفِّق ","متدفق "
"5144507","مُتدَلٍّ ","متدل "
"5144508","مُتدَهوِر ","متدهور "
"5144509","مُتذَبْذِب ","متذبذب "
"5144510","مُتَذَلِّل ","متذلل "
"5144511","مِتْر (وَحدة قياس طول)","متر (وحدة قياس طول)"
"5144513","مُتَرابِط ","مترابط "
"5144514","مُتَراجِع ","متراجع "
"5144515","مُتَرَاخٍ ","متراخ "
"5144516","مُتَرَادِف ","مترادف "
"5144518","مِترَاس ","متراس "
"5144519","مُتَراصِف (في طبقات)","متراصف (في طبقات)"
"5144520","مُتَرافِق ","مترافق "
"5144521","مُتَراكِز ","متراكز "
"5144522","مُتَراكِم ","متراكم "
"5144523","مُتَراوِح ","متراوح "
"5144524","مُترَجِّح ","مترجح "
"5144525","مُتَرْجِم ","مترجم "
"5144527","مُتَرَدِّد ","متردد "
"5144528","مُتَرَدِّم ","متردم "
"5144529","مُتَرسِّب (مادة مُتَرسِّبة)","مترسب (مادة مترسبة)"
"5144530","مُتَرَصِّد ","مترصد "
"5144531","مُتْرَعٌ ","مترع "
"5144532","مُتْرَف ","مترف "
"5144533","مُتَرَفِّق ","مترفق "
"5144534","مُتَرَهِّل ","مترهل "
"5144535","مَتْروكَة لِتَسْتريح (للأرض)","متروكة لتستريح (للأرض)"
"5144536","مِتريّ ","متري "
"5144537","مُتَرَيِّب ","متريب "
"5144538","مُتَرَيِّث ","متريث "
"5144539","مُتَزَامِن ","متزامن "
"5144540","مُتَزَايِد ","متزايد "
"5144541","مُتَزَعْزِع ","متزعزع "
"5144542","مُتَزَمِّت ","متزمت "
"5144543","مُتَّزِن ","متزن "
"5144544","مُتَسابِق ","متسابق "
"5144545","مُتَسارِع ","متسارع "
"5144546","مُتَسامٍ (مُتصَعِّد من الجامِد إلى الغاز مُباشرةً)","متسام (متصعد من الجامد إلى الغاز مباشرة)"
"5144547","مُتَسامِت (على استِقامة خَطٍّ واحد)","متسامت (على استقامة خط واحد)"
"5144548","مُتَسَامِح ","متسامح "
"5144549","مُتَسَاهِل ","متساهل "
"5144550","مُتَسَاوٍ ","متساو "
"5144551","مُتَسَاوِق ","متساوق "
"5144552","مُتَساوي الأضلاع ","متساوي الأضلاع "
"5144553","مُتَّسِخ بالسَّوَائِل ","متسخ بالسوائل "
"5144554","مُتَّسِخ بالطَّبَاشِير ","متسخ بالطباشير "
"5144555","مُتَّسِخ ومُشَعَّث ","متسخ ومشعث "
"5144556","مُتَسَرِّع ","متسرع "
"5144557","مُتَّسَع ","متسع "
"5144558","مُتَّسِع ","متسع "
"5144559","مُتَّسِق ","متسق "
"5144560","مُتَسَكِّع ","متسكع "
"5144561","مُتَسَلْسِل ","متسلسل "
"5144562","مُتَسَلْسِلَة ","متسلسلة "
"5144563","مُتَسَلِّط ","متسلط "
"5144564","مُتَسَلِّق الجبال ","متسلق الجبال "
"5144565","مُتَسَلِّل ","متسلل "
"5144566","مُتَسَلِّم ","متسلم "
"5144567","مُتَّسِم بالأُبَّهَة ","متسم بالأبهة "
"5144568","مُتَّسِم بالاحترام ","متسم بالاحترام "
"5144569","مُتَسَوِّل ","متسول "
"5144570","مُتَشَائِم ","متشائم "
"5144571","مُتَشابِك ","متشابك "
"5144572","مُتَشَابِكِي الأَيْدِي ","متشابكي الأيدي "
"5144573","مُتَشَابِه ","متشابه "
"5144574","مُتَشاكِل ","متشاكل "
"5144575","مُتَشَامِخ ","متشامخ "
"5144576","مُتَشَبِّع ","متشبع "
"5144577","مُتَشَدِّد ","متشدد "
"5144578","مُتَشَرِّب بالماء ","متشرب بالماء "
"5144579","مُتَشَعِّب ","متشعب "
"5144580","مُتَشَقِّق ","متشقق "
"5144581","مُتَشَكِّك ","متشكك "
"5144582","مُتَشَنِّج ","متشنج "
"5144583","مُتَشَوِّق ","متشوق "
"5144584","مُتَصَالِب الرِّجْلَين ","متصالب الرجلين "
"5144585","مُتَصَرِّف ","متصرف "
"5144586","مُتَّصِف بالعَبَث والشَّيْطَنة ","متصف بالعبث والشيطنة "
"5144587","مُتَّصِل ","متصل "
"5144589","مُتَصَلِّب في الرأي ","متصلب في الرأي "
"5144590","مُتَصَلِّف ","متصلف "
"5144591","مُتَصَنَّع ","متصنع "
"5144592","مُتَصَيِّد الأَعْدَاء ","متصيد الأعداء "
"5144593","مُتَضائِل ","متضائل "
"5144594","مُتَضَايق ","متضايق "
"5144595","مُتَطابِق ","متطابق "
"5144596","مُتَطَاوِل ","متطاول "
"5144597","مُتَطايِر (سَريعُ التَّبخُّر)","متطاير (سريع التبخر)"
"5144598","مُتَطَبِّق ","متطبق "
"5144599","مُتَطَرِّف ","متطرف "
"5144600","مُتَطَفِّل ","متطفل "
"5144601","مُتَطَلَّب ","متطلب "
"5144602","مُتَطَلَّبات ","متطلبات "
"5144603","مُتَطَوِّر ","متطور "
"5144604","مُتَطَوِّرة (في دَور التطَوُّر والنُّمُو)","متطورة (في دور التطور والنمو)"
"5144605","مُتَطَوِّع ","متطوع "
"5144606","مُتَظاهِر ","متظاهر "
"5144607","مَتَّعَ ","متع "
"5144609","مُتَعَادِل ","متعادل "
"5144610","مُتَعَارَف عليه ","متعارف عليه "
"5144611","مُتَعارِض ","متعارض "
"5144612","مُتَعاصِر ","متعاصر "
"5144613","مُتَعَاطِف ","متعاطف "
"5144615","مُتَعَاظِم ","متعاظم "
"5144616","مُتَعَاقِب ","متعاقب "
"5144617","مُتَعاقِد ","متعاقد "
"5144618","مُتَعَالٍ ","متعال "
"5144619","مُتَعامِد ","متعامد "
"5144620","مُتَعَاوِن ","متعاون "
"5144622","مُتْعَب ","متعب "
"5144623","مُتْعِب ","متعب "
"5144624","مُتْعَة ","متعة "
"5144625","مُتَعَجْرِف ","متعجرف "
"5144626","مُتَعَدٍّ (للفِعْل)","متعد (للفعل)"
"5144627","مُتَعَدِّد ","متعدد "
"5144629","مُتَعَذِّر ","متعذر "
"5144630","مُتَعَرِّج ","متعرج "
"5144631","مُتَعَصِّب ","متعصب "
"5144633","مُتعَضٍّ (كائنٌ عُضويّ)","متعض (كائن عضوي)"
"5144634","مُتَعَطِّش ","متعطش "
"5144636","مُتَعَطِّل ","متعطل "
"5144637","مُتَعَفِّن ","متعفن "
"5144638","مُتَعَقِّل ","متعقل "
"5144639","مُتعَكِّر ","متعكر "
"5144640","مُتَعَلِّق (بِـ)","متعلق (بـ)"
"5144657","مُتَعَلِّم ","متعلم "
"5144658","مُتَعَمَّد ","متعمد "
"5144660","مُتَعَنِّت ","متعنت "
"5144661","مُتَعَهِّد ","متعهد "
"5144664","مُتَعَوِّد على ","متعود على "
"5144665","مُتَعَوِّق ","متعوق "
"5144666","مُتَغايِر (غَير مُتجانس)","متغاير (غير متجانس)"
"5144667","مُتَغَطْرِس ","متغطرس "
"5144668","مُتَغَيِّب ","متغيب "
"5144669","مُتَغَيِّر ","متغير "
"5144670","مُتَغَيِّرة ","متغيرة "
"5144671","مُتَفَائِل ","متفائل "
"5144672","مُتَفَاخِر ","متفاخر "
"5144673","مُتَفاعِل ","متفاعل "
"5144674","مُتَفاقِم ","متفاقم "
"5144675","مُتَفَانٍ في عمله ","متفان في عمله "
"5144676","مُتفَتِّت ","متفتت "
"5144677","مُتفَجِّر (مادة مُتَفجِّرة)","متفجر (مادة متفجرة)"
"5144678","مُتفَجِّرة ","متفجرة "
"5144679","مُتَفَحِّجًا ","متفحجا "
"5144680","مُتَفَرِّج ","متفرج "
"5144681","مُتَفَرِّد ","متفرد "
"5144682","مُتَفَرِّع ","متفرع "
"5144683","مُتَفَرِّق ","متفرق "
"5144684","مُتَفَسِّخ ","متفسخ "
"5144685","مُتَّفَق ","متفق "
"5144686","مُتَّفِق ","متفق "
"5144687","مُتَّفِقا الطَّور ","متفقا الطور "
"5144688","مُتَقابِل ","متقابل "
"5144689","مُتَقَابِلان ","متقابلان "
"5144690","مُتَقَادِم (العهد)","متقادم (العهد)"
"5144691","مُتَقارِب ","متقارب "
"5144692","مُتَقارِن (خاصةً زوجيًّا)","متقارن (خاصة زوجيا)"
"5144693","مُتَقاطِع ","متقاطع "
"5144694","مُتَقَاعِد ","متقاعد "
"5144695","مُتَقايِس (متساوي القياس)","متقايس (متساوي القياس)"
"5144696","مُتَقَبِّل ","متقبل "
"5144697","مُتَقَدِّم ","متقدم "
"5144699","مُتَقَرِّح ","متقرح "
"5144700","مُتَقَشِّف ","متقشف "
"5144701","مُتَقَطِّع ","متقطع "
"5144702","مُتَقَلِّب ","متقلب "
"5144703","مُتَقَلِّص ","متقلص "
"5144704","مُتَقَلْقِل ","متقلقل "
"5144705","مُتْقَن ","متقن "
"5144707","مُتقَهقِر ","متقهقر "
"5144708","مُتَقَوِّسُ الرِّجْلَين ","متقوس الرجلين "
"5144709","مُتَقَوِّسُ السَّاقَيْن ","متقوس الساقين "
"5144710","مُتَقَيّد بالقانون ","متقيد بالقانون "
"5144711","مُتَكاتِلات (ذَرّاتٌ مُتَساويةُ كُتْلةِ النواة مُتَفاوِتةُ العددِ الذرِّي)","متكاتلات (ذرات متساوية كتلة النواة متفاوتة العدد الذري)"
"5144712","مُتَكاثِف (مُكَثَّفٌ مِن بُخارٍ إلى سائل)","متكاثف (مكثف من بخار إلى سائل)"
"5144713","مُتَكافِئ (قَدْرًا، نَوعًا أو زَمنًا)","متكافئ (قدرا، نوعا أو زمنا)"
"5144714","مُتَكامِل ","متكامل "
"5144715","مُتَكَبِّر ","متكبر "
"5144716","مُتَكَتِّم ","متكتم "
"5144717","مُتَكَرِّر ","متكرر "
"5144718","مُتَّكِل ","متكل "
"5144719","مُتكَلِّس ","متكلس "
"5144720","مُتَكَلَّف ","متكلف "
"5144722","مُتكَيِّف ","متكيف "
"5144723","مُتَلاحِم ","متلاحم "
"5144724","مُتَلازِم ","متلازم "
"5144725","مُتَلاشٍ ","متلاش "
"5144726","مِتْلاف ","متلاف "
"5144727","مُتَلامّ ","متلام "
"5144728","مُتَلامِس ","متلامس "
"5144729","مُتَلائم ","متلائم "
"5144730","مُتَلَبِّس بالجَريمة ","متلبس بالجريمة "
"5144731","مُتَلَهِّف ","متلهف "
"5144732","مُتَلَوٍّ ","متلو "
"5144733","مُتَماثِل ","متماثل "
"5144734","مُتَماكِب (مُماثِلُ التركيب مُختلِفُ الخَواصّ)","متماكب (مماثل التركيب مختلف الخواص)"
"5144735","مُتَماكِن (مُتَساوي العددِ الذرِّي ومُختَلِفُ العددِ الكُتليّ له المكانُ نفسُه في الجَدوَل الدوري)","متماكن (متساوي العدد الذري ومختلف العدد الكتلي له المكان نفسه في الجدول الدوري)"
"5144736","مُتَمالِك لِنَفْسِه أو أَعْصَابه ","متمالك لنفسه أو أعصابه "
"5144737","مُتَمَتِّع بامتيازات خاصّة ","متمتع بامتيازات خاصة "
"5144738","مُتَمَتِّع بالحُكم الذّاتيّ ","متمتع بالحكم الذاتي "
"5144739","مُتَمَدِّح ","متمدح "
"5144740","مُتَمَرِّد ","متمرد "
"5144741","مُتمَرِّس ","متمرس "
"5144742","مُتمَرِّن ","متمرن "
"5144743","مُتَمَشٍّ مع قَواعِد اللُّغَة ","متمش مع قواعد اللغة "
"5144744","مُتمَفْصِل (ذو مَفاصِل)","متمفصل (ذو مفاصل)"
"5144745","مُتَمَلِّق ","متملق "
"5144746","مُتَمَّم ","متمم "
"5144747","مُتَمِّم ","متمم "
"5144748","مُتَمِّمة ","متممة "
"5144749","مُتَمَهِّل ","متمهل "
"5144750","مُتَمَوِّج ","متموج "
"5144751","مُتَمَيِّز ","متميز "
"5144752","مَتَّنَ ","متن "
"5144753","المَتْن ","المتن "
"5144755","مُتَنَاثِر ","متناثر "
"5144756","مُتَناسِب ","متناسب "
"5144757","مُتَنَاسِق ","متناسق "
"5144758","مُتَناظِر ","متناظر "
"5144759","مُتَنَافِر ","متنافر "
"5144760","مُتَنَاقِض ","متناقض "
"5144762","مُتَناهٍ ","متناه "
"5144763","مُتَنَاوِب ","متناوب "
"5144764","مُتَناوَل ","متناول "
"5144765","مُتَنَبِّئ ","متنبئ "
"5144766","مُتَنَبِّه ","متنبه "
"5144767","مُتَنَحٍّ ","متنح "
"5144768","مُتَنَحِّيًا ","متنحيا "
"5144769","مُتَنَزّه عامّ ","متنزه عام "
"5144770","مُتَنَطِّع ","متنطع "
"5144771","مُتَنَفِّج ","متنفج "
"5144772","مُتَنَفَّس ","متنفس "
"5144773","مُتَنَقِّر ","متنقر "
"5144774","مُتَنَقِّل ","متنقل "
"5144775","مُتَنَوِّع ","متنوع "
"5144776","مُتَهَاوِن ","متهاون "
"5144777","مُتَهَجِّم ","متهجم "
"5144778","مُتَهَدِّل ","متهدل "
"5144779","مُتَهَدّم ","متهدم "
"5144780","مُتَهكِّم ","متهكم "
"5144781","المُتَّهَم ","المتهم "
"5144782","مُتَّهَم ","متهم "
"5144783","مُتَهَوِّر ","متهور "
"5144784","مُتَوَاتِر ","متواتر "
"5144785","مُتوارَث ","متوارث "
"5144786","مُتَوازٍ ","متواز "
"5144787","مُتَوازِن ","متوازن "
"5144788","مُتَوَازي الأَضْلاع (شَكْل)","متوازي الأضلاع (شكل)"
"5144789","مُتَوَاصِل ","متواصل "
"5144790","مُتَوَاضِع ","متواضع "
"5144791","مُتَواطِئ مَع ","متواطئ مع "
"5144792","مُتَوَافِر ","متوافر "
"5144793","مُتَوافر (بالنسبة للكتب)","متوافر (بالنسبة للكتب)"
"5144795","مُتَوافِق (زمنيًّا أو فِكريًّا)","متوافق (زمنيا أو فكريا)"
"5144796","مُتَوَاقِت ","متواقت "
"5144797","مُتَوالٍ ","متوال "
"5144798","مُتَوَتّر ","متوتر "
"5144800","مُتَوَجّس خِيفَةً ","متوجس خيفة "
"5144801","مُتَوَجِّه إلى ","متوجه إلى "
"5144803","مُتَوَحِّش ","متوحش "
"5144804","مُتوَرِّط ","متورط "
"5144805","مُتَوَرِّد ","متورد "
"5144806","مُتَوَرِّع ","متورع "
"5144807","مُتَوَرِّم ","متورم "
"5144808","مُتَوَسِّط ","متوسط "
"5144813","مُتَوَطِّن ","متوطن "
"5144814","مُتَوَعِّك ","متوعك "
"5144816","مُتَوفِّر ","متوفر "
"5144817","مُتَوَقِّد حَرَارةً ","متوقد حرارة "
"5144818","مُتَوَقَّع ","متوقع "
"5144819","مُتَوَقِّف ","متوقف "
"5144820","مُتَوَهِّج ","متوهج "
"5144821","مَتَى ","متى "
"5144822","مُتَيَبِّس ","متيبس "
"5144823","مُتَيَسِّر ","متيسر "
"5144824","مُتَيَقِّظ ","متيقظ "
"5144825","مُتَيَقِّن ","متيقن "
"5144826","مَتِين ","متين "
"5144827","مُثَابِر ","مثابر "
"5144828","مُثابَرة ","مثابرة "
"5144829","مُثار ","مثار "
"5144830","مَثَار الاهتمام والحديث ","مثار الاهتمام والحديث "
"5144831","مَثَّال ","مثال "
"5144832","مِثَال ","مثال "
"5144837","مِثَالِيّ ","مثالي "
"5144838","مِثاليّ ","مثالي "
"5144840","المَثَانَة ","المثانة "
"5144841","مُثْبَت ","مثبت "
"5144843","مُثَبِّط ","مثبط "
"5144844","مِثْقَاب ","مثقاب "
"5144845","مِثْقَال ","مثقال "
"5144846","مُثَقَّب ","مثقب "
"5144847","مِثْقَب ","مثقب "
"5144849","مُثَقَّف ","مثقف "
"5144850","مُثْقَل بِـ ","مثقل بـ "
"5144851","مَثَل ","مثل "
"5144854","مَثَّلَ ","مثل "
"5144858","مَثُلَ ","مثل "
"5144859","مِثْل ","مثل "
"5144862","مَثَلاً ","مثلا "
"5144863","مُثَلَّث ","مثلث "
"5144865","مُثَلَّثاتي (متعلق بعِلم المثلثات)","مثلثاتي (متعلق بعلم المثلثات)"
"5144866","مُثَلَّج ","مثلج "
"5144867","مُثَلَّم ","مثلم "
"5144868","مِثْلَما ","مثلما "
"5144869","مُثْمِر ","مثمر "
"5144870","مُثَمَّن (مُضَلَّعٌ ثُمانيّ)","مثمن (مضلع ثماني)"
"5144871","مُثَنّى ","مثنى "
"5144872","مَثْنيّ ","مثني "
"5144873","مُثُول ","مثول "
"5144874","مُثِير ","مثير "
"5144882","مَثِيل ","مثيل "
"5144883","مَجَارٍ ","مجار "
"5144884","مَجَاز ","مجاز "
"5144885","مُجازاة ","مجازاة "
"5144886","مُجَازِف ","مجازف "
"5144887","مُجَازَفَة ","مجازفة "
"5144888","مَجَازِيّ ","مجازي "
"5144889","مَجَاعَة ","مجاعة "
"5144890","مَجَال ","مجال "
"5144893","مُجَامَلَة ","مجاملة "
"5144894","مَجَّانًا ","مجانا "
"5144895","مُجَانَبَةً ","مجانبة "
"5144896","مُجانِس ","مجانس "
"5144897","مُجانَسة ","مجانسة "
"5144898","مَجّانِيّ ","مجاني "
"5144899","مُجَاهِر ","مجاهر "
